"SYMBOL"
"DDX11L1"
"MIR6859-1"
"LOC105378947"
"LOC100288069"
"LINC01409"
"LOC124903817"
"FAM87B"
"LINC01128"
"LINC00115"
"LOC107984850"
"FAM41C"
"LOC284600"
"LINC02593"
"SAMD11"
"NOC2L"
"KLHL17"
"PLEKHN1"
"PERM1"
"HES4"
"ISG15"
"AGRN"
"LOC100288175"
"RNF223"
"C1orf159"
"LINC01342"
"MIR200B"
"MIR200A"
"MIR429"
"TTLL10"
"TTLL10-AS1"
"TNFRSF18"
"TNFRSF4"
"SDF4"
"B3GALT6"
"C1QTNF12"
"UBE2J2"
"SCNN1D"
"ACAP3"
"MIR6726"
"PUSL1"
"MIR6727"
"INTS11"
"CPTP"
"TAS1R3"
"DVL1"
"MIR6808"
"MXRA8"
"AURKAIP1"
"CCNL2"
"MRPL20-AS1"
"MRPL20"
"MRPL20-DT"
"ANKRD65-AS1"
"ANKRD65"
"TMEM88B"
"LINC01770"
"VWA1"
"ATAD3C"
"ATAD3B"
"ATAD3A"
"TMEM240"
"SSU72"
"FNDC10"
"LOC105378586"
"MIB2"
"MMP23B"
"CDK11B"
"CDK11A"
"SLC35E2B"
"MMP23A"
"SLC35E2A"
"NADK"
"GNB1"
"CALML6"
"TMEM52"
"CFAP74"
"LOC105378589"
"GABRD"
"PRKCZ-DT"
"PRKCZ"
"PRKCZ-AS1"
"FAAP20"
"LOC124903823"
"SKI"
"LOC124903824"
"LOC100129534"
"MORN1"
"RER1"
"PEX10"
"PLCH2"
"PANK4"
"HES5"
"TNFRSF14-AS1"
"TNFRSF14"
"LOC100996583"
"PRXL2B"
"MMEL1"
"MMEL1-AS1"
"LOC105378598"
"TTC34"
"LOC124903825"
"ACTRT2"
"LOC124903827"
"PRDM16-DT"
"PRDM16"
"MIR4251"
"LOC105378604"
"ARHGEF16"
"MEGF6"
"MIR551A"
"TPRG1L"
"WRAP73"
"TP73"
"TP73-AS3"
"GFOD3P"
"CCDC27"
"SMIM1"
"LRRC47"
"CEP104"
"DFFB"
"C1orf174"
"LINC01134"
"LINC01346"
"LINC01345"
"LINC01777"
"LOC124904578"
"LINC01646"
"AJAP1"
"LINC02781"
"LINC02782"
"LOC105376686"
"MIR4689"
"NPHP4"
"KCNAB2"
"CHD5"
"RPL22"
"RNF207"
"ICMT-DT"
"ICMT"
"HES3"
"GPR153"
"ACOT7"
"HES2"
"ESPN"
"MIR4252"
"TNFRSF25"
"PLEKHG5"
"NOL9"
"TAS1R1"
"ZBTB48"
"KLHL21"
"PHF13"
"THAP3"
"DNAJC11"
"LINC01672"
"CAMTA1-DT"
"CAMTA1"
"CAMTA1-AS3"
"CAMTA1-AS2"
"CAMTA1-AS1"
"VAMP3"
"PER3"
"LOC124903833"
"UTS2"
"TNFRSF9"
"PARK7"
"LOC124903834"
"ERRFI1"
"ERRFI1-DT"
"LINC01714"
"SLC45A1"
"RERE"
"RERE-AS1"
"LOC124900452"
"MIR6728"
"ENO1"
"ENO1-AS1"
"CA6"
"SLC2A7"
"SLC2A5"
"LOC124900441"
"GPR157"
"MIR34A"
"LNCTAM34A"
"MIR34AHG"
"H6PD"
"SPSB1"
"LINC02606"
"SLC25A33"
"TMEM201"
"PIK3CD"
"PIK3CD-AS1"
"PIK3CD-AS2"
"CLSTN1"
"CTNNBIP1"
"LZIC"
"NMNAT1"
"TMEM274P"
"MIR5697"
"RBP7"
"UBE4B"
"KIF1B"
"PGD"
"CENPS-CORT"
"CENPS"
"CORT"
"PEX14"
"DFFA"
"CASZ1"
"C1orf127"
"TARDBP"
"MASP2"
"SRM"
"EXOSC10"
"EXOSC10-AS1"
"MTOR"
"MTOR-AS1"
"ANGPTL7"
"UBIAD1"
"LOC105376737"
"DISP3"
"LINC01647"
"FBXO2"
"FBXO44"
"FBXO6"
"MAD2L2"
"AGTRAP"
"C1orf167"
"C1orf167-AS1"
"MTHFR"
"CLCN6"
"NPPA-AS1"
"NPPA"
"NPPB"
"LOC124903843"
"RNU5E-1"
"KIAA2013"
"PLOD1"
"MFN2"
"MIIP"
"MIR6729"
"TNFRSF8"
"MIR7846"
"TNFRSF1B"
"MIR4632"
"VPS13D"
"SNORA59A"
"LINC02766"
"MIR6730"
"DHRS3"
"AADACL4"
"AADACL3"
"CFAP107"
"PRAMEF12"
"PRAMEF1"
"LINC01784"
"PRAMEF11"
"HNRNPCL1"
"PRAMEF2"
"PRAMEF4"
"PRAMEF7"
"PRAMEF27"
"PRAMEF25"
"PRAMEF34P"
"HNRNPCL2"
"PRAMEF26"
"PRAMEF8"
"PRAMEF20"
"LOC107984918"
"LRRC38"
"PDPN"
"LOC124900446"
"PRDM2"
"KAZN"
"KAZN-AS1"
"TMEM51-AS1"
"TMEM51"
"TMEM51-AS2"
"FHAD1"
"FHAD1-AS1"
"EFHD2-AS1"
"EFHD2"
"CTRC"
"CELA2A"
"CELA2B"
"CASP9"
"DNAJC16"
"SCARNA21B"
"AGMAT"
"LOC124903854"
"DDI2"
"RSC1A1"
"PLEKHM2"
"SLC25A34"
"TMEM82"
"SLC25A34-AS1"
"FBLIM1"
"UQCRHL"
"SPEN"
"SPEN-AS1"
"ZBTB17"
"SRARP"
"HSPB7"
"CLCNKA"
"CLCNKB"
"FAM131C"
"EPHA2"
"EPHA2-AS1"
"ARHGEF19"
"ANO7L1"
"CPLANE2"
"FBXO42"
"SZRD1"
"SPATA21"
"NECAP2"
"LINC01772"
"CROCCP3"
"RNU1-1"
"LINC01783"
"NBPF1"
"LOC124900584"
"CROCCP2"
"MST1P2"
"RNU1-3"
"ESPNP"
"LOC124903858"
"CROCC"
"RNU1-4"
"MST1L"
"MIR3675"
"LOC112267871"
"LOC105376805"
"RNU1-2"
"LOC105376806"
"MFAP2"
"ATP13A2"
"SDHB"
"PADI2"
"LINC02783"
"PADI1"
"PADI3"
"MIR3972"
"PADI4"
"PADI6"
"RCC2-AS1"
"RCC2"
"ARHGEF10L"
"LINC02810"
"ACTL8"
"LOC105376812"
"LINC01654"
"IGSF21"
"IGSF21-AS1"
"LOC124903865"
"KLHDC7A"
"PAX7"
"TAS1R2"
"MIR4695"
"ALDH4A1"
"MIR1290"
"IFFO2"
"UBR4"
"EMC1-AS1"
"EMC1"
"MRTO4"
"AKR7L"
"AKR7A3"
"AKR7A2"
"SLC66A1"
"CAPZB"
"MICOS10"
"MICOS10-DT"
"MICOS10-NBL1"
"RPS14P3"
"NBL1"
"HTR6"
"TMCO4"
"RNF186"
"OTUD3"
"PLA2G2E"
"PLA2G2A"
"PLA2G5"
"PLA2G2D"
"PLA2G2F"
"LOC117779438"
"PLA2G2C"
"UBXN10"
"LINC01757"
"LOC105376828"
"VWA5B1"
"LINC01141"
"LOC124903871"
"CAMK2N1"
"MUL1"
"FAM43B"
"CDA"
"PINK1"
"MIR6084"
"PINK1-AS"
"DDOST"
"KIF17"
"SH2D5"
"HP1BP3"
"EIF4G3"
"MIR1256"
"ECE1"
"LOC124903872"
"ECE1-AS1"
"LOC105376832"
"NBPF3"
"ALPL"
"LINC02596"
"RAP1GAP"
"USP48"
"LDLRAD2"
"HSPG2"
"CELA3B"
"CELA3A"
"LINC00339"
"CDC42"
"LINC01635"
"WNT4"
"LOC105376845"
"MIR4418"
"ZBTB40"
"EPHA8"
"MIR6127"
"C1QA"
"C1QC"
"C1QB"
"EPHB2"
"MIR4684"
"MIR4253"
"LACTBL1"
"TEX46"
"KDM1A"
"MIR3115"
"LUZP1"
"HTR1D"
"LINC01355"
"HNRNPR"
"ZNF436"
"ZNF436-AS1"
"TCEA3"
"ASAP3"
"E2F2"
"LOC105376859"
"ID3"
"MDS2"
"LOC107984928"
"RPL11"
"ELOA"
"ELOA-AS1"
"PITHD1"
"LYPLA2"
"LOC105376860"
"GALE"
"HMGCL"
"FUCA1"
"CNR2"
"MIR378F"
"PNRC2"
"SRSF10"
"LOC107984931"
"MYOM3"
"MYOM3-AS1"
"IL22RA1"
"IFNLR1"
"GRHL3"
"LINC02800"
"GRHL3-AS1"
"STPG1"
"NIPAL3"
"RCAN3"
"RCAN3AS"
"NCMAP-DT"
"NCMAP"
"SRRM1"
"CLIC4"
"MIR6731"
"RUNX3"
"RUNX3-AS1"
"MIR4425"
"LINC02793"
"SYF2"
"RSRP1"
"RHD"
"TMEM50A"
"RHCE"
"MACO1"
"LDLRAP1"
"MAN1C1"
"SELENON"
"MTFR1L"
"LOC646471"
"AUNIP"
"PAQR7"
"STMN1"
"PAFAH2"
"LOC124900433"
"EXTL1"
"SLC30A2"
"TRIM63"
"PDIK1L"
"FAM110D"
"C1orf232"
"ZNF593"
"ZNF593OS"
"CNKSR1"
"CATSPER4"
"ZPLD2P"
"CEP85"
"SH3BGRL3"
"UBXN11"
"CD52"
"CRYBG2"
"ZNF683"
"LIN28A"
"DHDDS"
"DHDDS-AS1"
"HMGN2"
"RPS6KA1"
"MIR1976"
"LOC124904769"
"LOC124904813"
"ARID1A"
"LOC101928728"
"PIGV"
"ZDHHC18"
"SFN"
"GPN2"
"GPATCH3"
"NUDC"
"NR0B2"
"KDF1"
"OSTCP2"
"TRNP1"
"TENT5B"
"SLC9A1"
"WDTC1-DT"
"WDTC1"
"TMEM222"
"ACTG1P20"
"SYTL1"
"MAP3K6"
"FCN3"
"CD164L2"
"GPR3"
"WASF2"
"LOC105376892"
"AHDC1"
"FGR"
"LINC02574"
"IFI6"
"FAM76A"
"STX12"
"PPP1R8"
"LOC124903885"
"SCARNA1"
"THEMIS2"
"RPA2"
"SMPDL3B"
"XKR8"
"EYA3"
"PTAFR"
"DNAJC8"
"ATP5IF1"
"SESN2"
"MED18"
"PHACTR4"
"RCC1"
"SNHG3"
"SNORA73A"
"SNORA73B"
"TRNAU1AP"
"SNORD99"
"SNORA61"
"SNHG12"
"SNORA44"
"SNORA16A"
"RAB42"
"TAF12"
"TAF12-DT"
"RNU11"
"GMEB1"
"LOC124904809"
"YTHDF2"
"OPRD1"
"EPB41"
"TMEM200B"
"SRSF4"
"MECR"
"LOC124903887"
"PTPRU"
"LINC01756"
"LINC01648"
"MATN1"
"MATN1-AS1"
"MIR4420"
"LAPTM5"
"LINC01778"
"LOC400748"
"SDC3"
"PUM1"
"NKAIN1"
"SNRNP40"
"ZCCHC17"
"FABP3"
"SERINC2"
"LDC1P"
"LINC01226"
"LOC124903917"
"LOC105378626"
"TINAGL1"
"HCRTR1"
"PEF1"
"PEF1-AS1"
"COL16A1"
"ADGRB2"
"SPOCD1"
"PTP4A2"
"LOC128031832"
"KHDRBS1"
"TMEM39B"
"MIR5585"
"KPNA6"
"TXLNA"
"CCDC28B"
"IQCC"
"DCDC2B"
"TMEM234"
"EIF3I"
"MTMR9LP"
"FAM167B"
"LCK"
"HDAC1"
"MARCKSL1"
"LOC124903933"
"TSSK3"
"FAM229A"
"BSDC1"
"ZBTB8A"
"ZBTB8B"
"ZBTB8OS"
"RBBP4"
"SYNC"
"NHSL3"
"YARS1"
"S100PBP"
"FNDC5"
"HPCA"
"TMEM54"
"RNF19B"
"AK2"
"AZIN2"
"TRIM62"
"ZNF362"
"A3GALT2"
"MIR3605"
"PHC2"
"PHC2-AS1"
"ZSCAN20"
"CSMD2"
"HMGB4"
"CSMD2-AS1"
"C1orf94"
"MIR552"
"LOC105378641"
"GJB5"
"GJB4"
"GJB3"
"GJA4"
"SMIM12"
"LOC105378642"
"DLGAP3"
"GPR199P"
"TMEM35B"
"ZMYM6"
"ZMYM1"
"LOC105378644"
"SFPQ"
"ZMYM4"
"LOC124900419"
"ZMYM4-AS1"
"KIAA0319L"
"NCDN"
"TFAP2E"
"TFAP2E-AS1"
"PSMB2"
"C1orf216"
"CLSPN"
"AGO4"
"AGO1"
"AGO3"
"LOC105378647"
"TEKT2"
"ADPRS"
"COL8A2"
"TRAPPC3"
"MAP7D1"
"THRAP3"
"SH3D21"
"EVA1B"
"STK40"
"LSM10"
"SNORA63C"
"OSCP1"
"MRPS15"
"CSF3R"
"LOC124904023"
"GRIK3"
"LOC124904027"
"MIR4255"
"LOC107984942"
"ZC3H12A"
"MIR6732"
"MIR5581"
"MEAF6"
"SNIP1"
"DNALI1"
"GNL2"
"RSPO1"
"AIRIM"
"CDCA8"
"EPHA10"
"MANEAL"
"C1orf122"
"YRDC"
"MTF1"
"INPP5B"
"SF3A3"
"FHL3"
"UTP11"
"POU3F1"
"MIR3659HG"
