"ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hugo_symbol"
"ENSG00000139734.19",45.68815557898,1.03985264919194,0.332590114246675,3.12652903573889,0.00176883036648538,0.00486705307521448,"DIAPH3"
"ENSG00000285244.2",87.4315225410607,1.46746598338086,0.333901776239729,4.39490319550523,1.10822128673752e-05,4.87510510041924e-05,"DINOL"
"ENSG00000151240.19",708.171618290539,-2.87636564937424,0.415688409709021,-6.91952333091913,4.53165852978073e-12,5.49075929318273e-11,"DIP2C"
"ENSG00000154511.13",8257.99805508867,2.34319080695352,0.21214068850691,11.0454567836344,2.30591886876934e-28,1.59491601290623e-26,"DIPK1A"
"ENSG00000181744.9",1003.3250326849,-1.00689894082542,0.238897601858486,-4.21477207386063,2.50030569863187e-05,0.00010250086814298,"DIPK2A"
"ENSG00000083520.16",4251.12035765833,1.04362429523572,0.210129527808077,4.96657612150977,6.81453117194218e-07,3.69442270391125e-06,"DIS3"
"ENSG00000162946.24",457.308078652429,-1.3598976284788,0.205184540526199,-6.62768074530041,3.41001975119485e-11,3.69066188765267e-10,"DISC1"
"ENSG00000154309.10",170.83656049481,-1.08082310441588,0.293740938814148,-3.67951130264387,0.000233681332858259,0.000787703316386663,"DISP1"
"ENSG00000140323.7",136.467681958672,-1.82201359222995,0.602563351869409,-3.02377100528482,0.00249645323140635,0.00659971656584402,"DISP2"
"ENSG00000150764.15",486.609880921158,5.87997557464945,0.607715978543747,9.67553229181085,3.83092851199032e-22,1.52491523520903e-20,"DIXDC1"
"ENSG00000008226.21",256.952794346991,-1.06945453691817,0.241409430468395,-4.4300445713457,9.42136140192095e-06,4.1911190305489e-05,"DLEC1"
"ENSG00000231607.16",565.392720945381,1.17895460409918,0.169270574109766,6.96491171191202,3.28609765016953e-12,4.05194286136288e-11,"DLEU2"
"ENSG00000186047.11",37.2629774869064,1.26191329201353,0.477992570284341,2.64002700138805,0.00828994220923554,0.0191239390287732,"DLEU7"
"ENSG00000082458.13",40.6986257678755,1.43596061136822,0.477638321526283,3.00637647075644,0.00264381449521005,0.00694363501432118,"DLG3"
"ENSG00000233871.3",19.7945715934208,-1.32702898112944,0.590195606762138,-2.24845621676114,0.0245471139524418,0.0494863809829818,"DLG5-AS1"
"ENSG00000170579.19",62.8794316304544,2.44688455596008,0.64942993766914,3.76774215975038,0.000164730716142067,0.000574943071802515,"DLGAP1"
"ENSG00000177337.10",439.089405383019,1.56288878198522,0.332220363716863,4.70437382133867,2.5464629505002e-06,1.25571164077462e-05,"DLGAP1-AS1"
"ENSG00000262001.4",307.037808961347,1.25471507408988,0.305655274432571,4.10500056450581,4.043138930325e-05,0.000159387550653091,"DLGAP1-AS2"
"ENSG00000263724.2",53.1122837950401,-1.78349968332392,0.408346299380578,-4.36761563905272,1.2561029377323e-05,5.45783628109178e-05,"DLGAP1-AS3"
"ENSG00000266401.5",13.5945000935712,1.6791696059743,0.580407828805094,2.89308572806689,0.00381477159787359,0.00962578615060125,"DLGAP1-AS6"
"ENSG00000080845.20",5921.34925378101,1.36099764945555,0.373790104560236,3.64107458397478,0.000271502462388784,0.000899975467054844,"DLGAP4"
"ENSG00000171462.16",45.3450611823594,1.29163306945261,0.3377723949903,3.82397463087445,0.000131317432705703,0.000467914504882862,"DLK2"
"ENSG00000198719.10",19.0055601605424,1.8498839647729,0.717601164745013,2.577872020916,0.0099410808477467,0.0224333874281312,"DLL1"
"ENSG00000267395.6",39.6299269847673,-1.62595443995593,0.425769697934613,-3.81885899312082,0.000134070367686926,0.000476935882891681,"DM1-AS"
"ENSG00000137038.9",1390.75618499178,-2.02825164283214,0.265852294264741,-7.62924257788186,2.36136941813797e-14,3.85554907611185e-13,"DMAC1"
"ENSG00000178028.15",1731.73957629438,-1.02428842774805,0.225161608002434,-4.54912556734349,5.38692933169983e-06,2.50439959759449e-05,"DMAP1"
"ENSG00000198947.18",155.899428622583,1.42955688869935,0.235585146943461,6.068111284802,1.29423218091643e-09,1.09384981332602e-08,"DMD"
"ENSG00000104936.21",2746.98936215667,-2.75968951696839,0.40667068864649,-6.78605464818076,1.15241513897394e-11,1.32268489390507e-10,"DMPK"
"ENSG00000224046.4",66.518841777483,-1.58543658441659,0.364962215348794,-4.34411157577338,1.39840431970386e-05,6.01991364192602e-05,"DMTF1-AS1"
"ENSG00000158856.19",309.571686730857,-1.82881008245251,0.382828579672164,-4.7770991497516,1.77842096363535e-06,8.99792257225104e-06,"DMTN"
"ENSG00000185800.13",1892.35789881754,-1.59100633452168,0.30452708635803,-5.22451501293106,1.7461216114614e-07,1.04953101368914e-06,"DMWD"
"ENSG00000172869.16",6232.36734778913,1.71237793396094,0.191616935167508,8.9364644751468,4.01820221619996e-19,1.19758579619508e-17,"DMXL1"
"ENSG00000154099.19",1078.65097814219,5.06853211928225,0.586049846458787,8.64863654501219,5.21183654466807e-18,1.33670929930492e-16,"DNAAF1"
"ENSG00000243667.8",499.910199591357,-1.18706339613049,0.211379066263951,-5.61580395405946,1.95650393293281e-08,1.36678737646932e-07,"DNAAF10"
"ENSG00000129295.11",94.2146070716276,-2.35352648686582,0.625274428088316,-3.76398966780296,0.000167223795804795,0.000582728750245735,"DNAAF11"
"ENSG00000167131.18",90.8530050911465,2.25895840108412,0.404228675268337,5.5883180469188,2.2927943938614e-08,1.58908133800666e-07,"DNAAF19"
"ENSG00000167646.15",25.7658667547066,-2.97521014909074,0.868862515725138,-3.4242588387044,0.00061647873202483,0.00188714083078156,"DNAAF3"
"ENSG00000267577.2",35.5529085380795,-1.20478658029085,0.351949934263164,-3.42317603443561,0.000618939806734782,0.0018936971853206,"DNAAF3-AS1"
"ENSG00000256061.8",28.7293170686887,-1.34871774556388,0.356192148062015,-3.78648926682422,0.000152790692528754,0.000536610864478484,"DNAAF4"
"ENSG00000166246.15",20.1184173074145,-1.52352867660537,0.410128890432249,-3.71475580518034,0.000203400019434387,0.000693512799807618,"DNAAF8"
"ENSG00000105877.19",589.470666183089,5.19479974925591,0.459362821318427,11.3087074272711,1.18827106790157e-29,9.30380950986693e-28,"DNAH11"
"ENSG00000174844.15",18.0459306473149,1.77141934975011,0.679382716969323,2.60739536862563,0.00912339487223166,0.0208038658159193,"DNAH12"
"ENSG00000185842.16",47.3210562181337,-1.84163657301533,0.519951727144725,-3.54193760087794,0.000397199422410264,0.00126604314083852,"DNAH14"
"ENSG00000171595.15",164.463062605682,6.3642302166835,0.446172131437527,14.2640693316692,3.66447957830163e-46,9.76810264220538e-44,"DNAI2"
"ENSG00000162643.14",214.332396710596,4.88369218968647,0.4432314566155,11.0183790360417,3.11620042633115e-28,2.13666875474798e-26,"DNAI3"
"ENSG00000086061.17",23326.4206899912,1.13971071107847,0.22713560638555,5.01775450011951,5.22789224456213e-07,2.89308410566811e-06,"DNAJA1"
"ENSG00000236917.1",55.1330606467838,1.44522495158924,0.404639402273117,3.5716367300626,0.000354757258165482,0.00114382457090485,"DNAJA1P2"
"ENSG00000215007.3",25.1464896614368,1.6008030273469,0.435728610558432,3.67385337698,0.000238919865578247,0.000803534858375154,"DNAJA1P3"
"ENSG00000162616.10",1506.48981369808,2.16576053538007,0.241531606549752,8.96677899144415,3.05311905518925e-19,9.25059980399869e-18,"DNAJB4"
"ENSG00000105993.16",27463.6949343391,1.61491113366996,0.215913198896898,7.47944610112095,7.46365143247481e-14,1.15579416830308e-12,"DNAJB6"
"ENSG00000128590.6",3351.84303734051,1.1852021023881,0.246196124280208,4.81405670318013,1.47896812735224e-06,7.59131108898844e-06,"DNAJB9"
"ENSG00000135392.20",2827.27861671699,1.50649826546753,0.263635324668647,5.71432628522366,1.10139493556912e-08,8.03242958851574e-08,"DNAJC14"
"ENSG00000170464.11",593.897020357623,1.9209144606693,0.352844191921145,5.44408695013631,5.20717816149047e-08,3.42726078460011e-07,"DNAJC18"
"ENSG00000177692.14",310.787801618595,-1.25121649941344,0.201459466138725,-6.21076052366709,5.27287783008996e-10,4.71873834934192e-09,"DNAJC28"
"ENSG00000110011.15",3146.58544369306,-1.57362234272951,0.272255330878727,-5.77995052530474,7.47225960801177e-09,5.59570350190881e-08,"DNAJC4"
"ENSG00000116675.16",579.115791451352,4.79941023259333,0.431634133898545,11.1191628642637,1.01217243741782e-28,7.29871699249252e-27,"DNAJC6"
"ENSG00000236756.5",262.808122425606,-1.52606818564063,0.283373474555302,-5.38536003779284,7.22997769959263e-08,4.63703679224481e-07,"DNAJC9-AS1"
"ENSG00000119661.16",595.689857788553,1.34321487329531,0.220340430062583,6.0960890060612,1.0869490867883e-09,9.26582110491043e-09,"DNAL1"
"ENSG00000013563.15",3348.26914461425,-1.04169105518453,0.215307838000641,-4.8381473933217,1.31054942631266e-06,6.76489873582277e-06,"DNASE1L1"
"ENSG00000163687.15",34505.6707866611,-3.21901590323673,0.435323652299657,-7.39453481618063,1.4190417186654e-13,2.11332992678079e-12,"DNASE1L3"
"ENSG00000106976.23",1573.42831754896,-4.69868534407,0.630045489448983,-7.45769221866711,8.80510549878549e-14,1.35117931987831e-12,"DNM1"
"ENSG00000246877.3",57.9885014525035,-1.06380561597897,0.276185931981866,-3.85177336276785,0.000117265528301216,0.000422027820603465,"DNM1P35"
"ENSG00000107554.18",227.596548588419,-1.32501056629725,0.44913498110348,-2.95013887148544,0.00317631125489933,0.00819163041757058,"DNMBP"
"ENSG00000130816.18",16408.2371372567,-1.72094567776863,0.247087566873976,-6.96492219151753,3.28585304955711e-12,4.05194286136288e-11,"DNMT1"
"ENSG00000229525.2",85.5651314177821,-5.05195589323214,0.685163443040073,-7.37335878694373,1.66381914435098e-13,2.44714478490903e-12,"DNPEP-AS1"
"ENSG00000112667.14",2060.35736745102,-2.30479779238749,0.37048208748602,-6.22107753718178,4.93752066488464e-10,4.44208343775969e-09,"DNPH1"
"ENSG00000150760.14",5915.09974131931,-1.52549574876287,0.213693462888975,-7.13871041322142,9.42105733445182e-13,1.25423773402096e-11,"DOCK1"
"ENSG00000147251.17",7889.025472098,-1.04110990365852,0.251130012450581,-4.14570084037007,3.38775903868094e-05,0.000135259500898126,"DOCK11"
"ENSG00000134516.21",14674.1499291359,-1.88117770701124,0.25615516197723,-7.34389926984358,2.07459282140552e-13,3.00107561555028e-12,"DOCK2"
"ENSG00000116641.19",5534.2733584342,-1.87693543742674,0.454032811258309,-4.13392026057541,3.56627252074521e-05,0.00014171901052288,"DOCK7"
"ENSG00000088387.23",135.560196868849,1.88358286139497,0.472718346777154,3.98457744286139,6.76003089715609e-05,0.000255740668161587,"DOCK9"
"ENSG00000115325.15",6253.13408349752,-2.26681595668017,0.295947779769973,-7.65951330482039,1.86639014532886e-14,3.08129713345733e-13,"DOK1"
"ENSG00000147443.14",16302.2845374299,-1.82726166329012,0.328372935660397,-5.56459276893598,2.62765312912721e-08,1.80848398130009e-07,"DOK2"
"ENSG00000146094.17",1927.92154836771,-2.32107093971011,0.447960596936784,-5.18141764160042,2.20205815782161e-07,1.30051351098232e-06,"DOK3"
"ENSG00000101134.13",60.5512279495951,8.04937439536215,0.86279246420663,9.32944448322675,1.06427240581919e-20,3.77411039695881e-19,"DOK5"
"ENSG00000104885.20",4757.33820228031,2.36283425497297,0.183737773414927,12.8598176142969,7.57552032038042e-38,1.1447238476478e-35,"DOT1L"
"ENSG00000166171.14",346.314602840828,-1.9175125390357,0.248800703661824,-7.70702217000975,1.28787434566821e-14,2.16999509777219e-13,"DPCD"
"ENSG00000167261.15",1801.3747851384,-2.99611505103616,0.351225492850143,-8.53046009480443,1.45766809387582e-17,3.51797740174059e-16,"DPEP2"
"ENSG00000011332.23",25.3030414275164,-1.36596947186344,0.362537177072774,-3.76780523005297,0.00016468911387599,0.000574909437550615,"DPF1"
"ENSG00000205683.12",73.4928290632636,-1.83762383180744,0.656573417626734,-2.79880936765573,0.00512914089544608,0.01252405708147,"DPF3"
"ENSG00000263050.2",37.4995180315689,1.08069923313798,0.424238317712119,2.54738713599964,0.0108532954577201,0.0241950367824612,"DPH1-AS1"
"ENSG00000233184.10",397.382446754723,1.66556271093523,0.321940995488146,5.17350301538892,2.29745413339745e-07,1.35247647297075e-06,"DPH5-DT"
"ENSG00000179085.9",1112.66279880814,-1.78001653700203,0.300458332421086,-5.92433740365492,3.13559078730844e-09,2.48210730190542e-08,"DPM3"
"ENSG00000197635.12",710.88561614074,2.80838039212632,0.374006198938237,7.50891402361513,5.96198633408183e-14,9.30540551248403e-13,"DPP4"
"ENSG00000178904.20",349.139342582216,-1.03978541259766,0.257021760879126,-4.04551509195621,5.22082019382996e-05,0.00020179005910463,"DPY19L3"
"ENSG00000188641.15",7406.29787955954,-1.36588719935604,0.26436363208199,-5.16669856817682,2.38265053831894e-07,1.39915844977917e-06,"DPYD"
"ENSG00000147647.14",219.919797167917,2.19063682896063,0.394622570085213,5.55122031790427,2.83682289833583e-08,1.94398574350431e-07,"DPYS"
"ENSG00000113657.14",497.070276658665,4.46292190220834,0.369622227128055,12.0742790196494,1.44424525041216e-33,1.55742156003537e-31,"DPYSL3"
"ENSG00000136048.15",3011.66173351046,2.69726608854087,0.392781172028648,6.86709618643366,6.55218943526001e-12,7.76056625871735e-11,"DRAM1"
"ENSG00000156171.16",3601.90239562475,-1.02316888493171,0.211196411256665,-4.84463196530486,1.26846585978306e-06,6.56371772614886e-06,"DRAM2"
"ENSG00000175550.8",7758.80703430626,-1.49976814997054,0.29779377704997,-5.03626423905722,4.74705147904529e-07,2.64861357687842e-06,"DRAP1"
"ENSG00000171962.20",183.237589385426,-1.13328822490709,0.288757060619245,-3.92471173683764,8.68336548051577e-05,0.000321580022884415,"DRC3"
"ENSG00000134755.20",3724.99360109667,2.02337474564379,0.255428260649771,7.92149913442087,2.34663891163781e-15,4.25949973524831e-14,"DSC2"
"ENSG00000177103.15",32.0973429315112,4.46257869386446,0.815221075691354,5.47407179099233,4.39810751565062e-08,2.93504086360887e-07,"DSCAML1"
