"hugo_symbol","log2FoldChange","padj"
"ACTBP2",0.688524535475025,0.0483078750816687
"ACTBP4",0.788864915950473,0.20605750863009
"ACTBP7",0.670007705401895,0.229944594670746
"ACTBP8",0.202778824829395,0.69889247039792
"ACTBP9",0.875355665004345,0.0528098448974518
"ACTC1",0.936508638833657,0.0472617026544965
"ACTG1",0.325689196881048,0.373100037303974
"ACTG1P10",0.409792561820696,0.607820717620485
"ACTG1P14",1.13292126354981,0.00286964761075707
"ACTG1P17",1.45017580515403,0.0575346253224193
"ACTG1P19",0.270580231536742,0.715756821022602
"ACTG1P2",0.471985401978595,0.208959685818051
"ACTG1P20",1.04141902208936,0.0654942801381308
"ACTG1P21",0.629747731666729,0.173636330131699
"ACTG1P23",0.316431278887892,0.593185136061019
"ACTG1P25",-0.0555376076429795,0.935138614528799
"ACTG1P3",1.14347487440912,0.0653059453852131
"ACTG1P9",0.0603220953063927,0.88829684966262
"ACTG2",0.753726963961072,0.134676907313932
"ACTL10",-0.916851097355248,0.00740865603009739
"ACTL6A",-0.427184297267424,0.0214828591779924
"ACTMAP",-0.0878539372789943,0.830415641026333
"ACTN1",-0.180289440648741,0.675246265840726
"ACTN2",3.86423943330561,1.66165372954107e-12
"ACTN4",0.691167754935941,0.00754589370422428
"ACTR10",-0.151540967625137,0.542786946804397
"ACTR1A",0.283217655336103,0.146631348557234
"ACTR1B",-0.483948926649702,0.00137936925515096
"ACTR2",0.114148990705432,0.696179957372583
"ACTR3",0.428262684179215,0.107128638574233
"ACTR3-AS1",-0.834618077638476,0.129697253827828
"ACTR3B",-0.860712983090293,0.0135335729813529
"ACTR3C",3.91337659085495,3.60946801420325e-13
"ACTR5",-0.575734308824654,0.00913219348793031
"ACTR6",0.407149806786347,0.116156802218027
"ACTR8",-0.0945674878333694,0.724379325166641
"ACTRT3",-0.170782195964931,0.784816978941304
"ACVR1",0.00858532140843904,0.980815829686735
"ACVR1B",1.33505470130353,7.90767562191724e-07
"ACVR1C",4.71248286258978,3.03940935630867e-19
"ACVR2A",1.36769509174382,2.48709178621728e-06
"ACVR2B",0.197439958456637,0.508075338281507
"ACVR2B-AS1",0.228917489077509,0.772761537410011
"ACVRL1",4.41864568291148,1.41976012737552e-43
"ACY1",0.413413297740834,0.247705555688001
"ACYP1",0.0737504845930434,0.815302653103353
"ACYP2",-0.434333882526599,0.0185861705950539
"ADA",1.47131975125349,8.4555534989064e-07
"ADA2",-2.7402589976017,5.28343429619014e-14
"ADAD2",-4.45124076529477,3.19041001424454e-14
